,id,title
759,760.jpg,perugia altarpiece (right panel)
760,761.jpg,the story of st nicholas
761,762.jpg,story of st nicholas: birth of st nicholas (detail)
762,763.jpg,the story of st nicholas: giving dowry to three poor girls
763,764.jpg,the story of st nicholas: st nicholas saves the ship
764,765.jpg,the story of st nicholas: st nicholas saves the ship (detail)
765,766.jpg,the story of st nicholas: st nicholas saves the ship (detail)
766,767.jpg,the story of st nicholas
767,768.jpg,the story of st nicholas: the liberation of three innocents
768,769.jpg,the story of st nicholas: the death of the saint
769,770.jpg,san marco altarpiece
770,771.jpg,san marco altarpiece (detail)
771,772.jpg,the healing of palladia by saint cosmas and saint damian
772,773.jpg,saint cosmas and saint damian before lisius
773,774.jpg,saint cosmas and saint damian salvaged
774,775.jpg,saint cosmas and saint damian condamned
775,776.jpg,entombment
776,777.jpg,saint cosmas and saint damian crucifixed and stoned
777,778.jpg,beheading of saint cosmas and saint damian
778,779.jpg,sepulchring of saint cosmas and saint damian
779,780.jpg,the healing of justinian by saint cosmas and saint damian
780,781.jpg,st jerome
781,782.jpg,st roche
782,783.jpg,st bernard
783,784.jpg,st romuald
784,785.jpg,st peter martyr
785,786.jpg,st thomas aquinas
786,787.jpg,deposition from the cross (pala di santa trinità)
787,788.jpg,deposition from the cross (detail)
788,789.jpg,deposition from the cross (detail)
789,790.jpg,deposition from the cross (detail)
790,791.jpg,deposition from the cross (detail)
791,792.jpg,deposition from the cross (detail)
792,793.jpg,deposition from the cross (detail)
793,794.jpg,deposition from the cross (detail)
794,795.jpg,deposition from the cross (detail)
795,796.jpg,noli me tangere (cell 1)
796,797.jpg,lamentation over christ (cell 2)
797,798.jpg,view of cell 3
798,799.jpg,annunciation (cell 3)
799,800.jpg,nativity (cell 5)
800,801.jpg,transfiguration (cell 6)
801,802.jpg,mocking of christ (cell 7)
802,803.jpg,resurrection of christ and women at the tomb (cell 8)
803,804.jpg,coronation of the virgin (cell 9)
804,805.jpg,presentation of jesus in the temple (cell 10)
805,806.jpg,crucifixion with st dominic (cell 17)
806,807.jpg,crucifixion with st dominic flagellating himself (cell 20)
807,808.jpg,"crucifixion with the virgin, mary magdalene and st dominic (cell 25)"
808,809.jpg,christ in limbo (cell 31)
809,810.jpg,institution of the eucharist (cell 35)
810,811.jpg,nailing of christ to the cross (cell 36)
811,812.jpg,crucifixion with mourners and sts dominic and thomas aquinas (cell 37)
812,813.jpg,"crucifixion with the virgin and sts cosmas, john the evangelist and peter martyr (cell 38)"
813,814.jpg,adoration of the magi and man of sorrows (cell 39)
814,815.jpg,corridor of the north dormitory
815,816.jpg,the annunciation
816,817.jpg,the annunciation (detail)
817,818.jpg,the annunciation (detail)
818,819.jpg,crucifixion and saints
819,820.jpg,crucifixion and saints (detail)
820,821.jpg,crucifixion and saints (detail)
821,822.jpg,saint dominic adoring the crucifixion
822,823.jpg,saint dominic adoring the crucifixion
823,824.jpg,sacra conversazione
824,825.jpg,sacra conversazione (detail)
825,826.jpg,sacra conversazione (detail)
826,827.jpg,sacra conversazione (detail)
827,828.jpg,view of the convent of san marco
828,829.jpg,view of the convent of san marco
829,830.jpg,st peter martyr
830,831.jpg,plan of the upper floor in the convento di san marco
831,832.jpg,plan of the ground floor in the convento di san marco
832,833.jpg,view of the chapel
833,834.jpg,west wall of the chapel
834,835.jpg,lunette of the west wall
835,836.jpg,st peter consacrates stephen as deacon
836,837.jpg,st peter consacrates stephen as deacon (detail)
837,838.jpg,st stephen distributing alms
838,839.jpg,st stephen distributing alms (detail)
839,840.jpg,st peter consacrates st lawrence as deacon
840,841.jpg,north wall of the chapel
841,842.jpg,lunette of the north wall
842,843.jpg,the sermon of st stephen
843,844.jpg,dispute before sanhedrin
844,845.jpg,scenes on the north wall
845,846.jpg,st sixtus entrusts the church treasures to lawrence
846,847.jpg,st lawrence receives the treasures of the church (detail)
847,848.jpg,st lawrence receives the treasures of the church (detail)
848,849.jpg,st lawrence distributing alms
849,850.jpg,st lawrence distributing alms (detail)
850,851.jpg,scenes from the lives of sts lawrence and stephen
851,852.jpg,east wall of the chapel
852,853.jpg,lunette of the east wall
853,854.jpg,st stephen being led to his martyrdom
854,855.jpg,the stoning of st stephen
855,856.jpg,the stoning of st stephen (detail)
856,857.jpg,condemnation of st lawrence by the emperor valerian
857,858.jpg,st lawrence on trial (detail)
858,859.jpg,martyrdom of st lawrence
859,860.jpg,view of the chapel vaulting
860,861.jpg,view of the chapel vaulting
861,862.jpg,view of the chapel vaulting
862,863.jpg,scenes from the life of christ
863,864.jpg,scenes from the life of christ
864,865.jpg,scenes from the life of christ
865,866.jpg,paintings for the armadio degli argenti (detail)
866,867.jpg,paintings for the armadio degli argenti
867,868.jpg,mystic wheel (the vision of ezekiel)
868,869.jpg,annunciation
869,870.jpg,flight into egypt
870,871.jpg,massacre of the innocents
871,872.jpg,communion of the apostles
872,873.jpg,circumcision
873,874.jpg,annunciation and adoration of the magi
874,875.jpg,madonna of the star
875,876.jpg,st peter martyr altarpiece
876,877.jpg,st peter martyr altarpiece (detail)
877,878.jpg,predella of the st peter martyr altarpiece (detail)
878,879.jpg,predella of the st peter martyr altarpiece (detail)
879,880.jpg,predella of the st peter martyr altarpiece (detail)
880,881.jpg,compagnia di san francesco altarpiece
881,882.jpg,trial by fire
882,883.jpg,trial by fire (detail)
883,884.jpg,receiving the stigmata
884,885.jpg,meeting of st francis and st dominic
885,886.jpg,apparition of st francis at arles
886,887.jpg,lamentation over st francis
887,888.jpg,coronation of the virgin
888,889.jpg,coronation of the virgin (detail)
889,890.jpg,coronation of the virgin (detail)
890,891.jpg,the coronation of the virgin
891,892.jpg,the coronation of the virgin (detail)
892,893.jpg,marriage of the virgin
893,894.jpg,dormition of the virgin
894,895.jpg,annunciation
895,896.jpg,annalena altarpiece (without predella)
896,897.jpg,annalena altarpiece
897,898.jpg,annalena altarpiece (detail)
898,899.jpg,bosco ai frati altarpiece
899,900.jpg,bosco ai frati altarpiece
900,901.jpg,bosco ai frati altarpiece (detail)
901,902.jpg,triptych: the last judgment
902,903.jpg,adoration of the magi
903,904.jpg,"crucifixion with the virgin, john the evangelist, and mary magdelene"
904,905.jpg,madonna of humility
905,906.jpg,madonna of humility
906,907.jpg,madonna and child
907,908.jpg,crucifixion
908,909.jpg,madonna and child of the grapes
909,910.jpg,penitent st jerome
910,911.jpg,reliquary tabernacle
911,912.jpg,virgin and child enthroned with twelve angels
912,913.jpg,archangel gabriel annunciate
913,914.jpg,virgin mary annunciate
914,915.jpg,virgin and child with sts dominic and catherine of alexandria
915,916.jpg,virgin and child
916,917.jpg,the apostle st james the great freeing the magician hermogenes
917,918.jpg,the naming of st john the baptist
918,919.jpg,the naming of st john the baptist (detail)
919,920.jpg,the naming of st john the baptist (detail)
920,921.jpg,the burial of the virgin and the reception of her soul in heaven
921,922.jpg,the meeting of sts dominic and francis of assisi
922,923.jpg,saint anthony the abbot tempted by a lump of gold
923,924.jpg,lamentation over christ
924,925.jpg,lamentation over christ (detail)
925,926.jpg,the virgin of humility
926,927.jpg,st francis receiving the stigmata
927,928.jpg,the adoration of the magi
928,929.jpg,adoration of the magi (detail)
929,930.jpg,"crucified christ with the virgin, st john the evangelist and cardinal juan de torquemada"
930,931.jpg,the lamentation over st francis
931,932.jpg,the lamentation over st francis (detail)
932,933.jpg,the lamentation over st francis (detail)
933,934.jpg,crucified christ
934,935.jpg,madonna and child
935,936.jpg,virgin and child
936,937.jpg,virgin and child with sts dominic and thomas aquinas
937,938.jpg,virgin and child with sts dominic and thomas aquinas (detail)
938,939.jpg,virgin and child with sts dominic and thomas aquinas (detail)
939,940.jpg,missal 558 (folio 67v)
940,941.jpg,missal 558 (folio 21)
941,942.jpg,madonna of mercy with kneeling friars
942,943.jpg,the annunciation in an initial r
943,944.jpg,missal 558 (folio 41v)
944,945.jpg,king david
945,946.jpg,christ the judge
946,947.jpg,christ the judge
947,948.jpg,prophets
948,949.jpg,crucifixion with st dominic
949,950.jpg,king david playin a psaltery
950,951.jpg,institution of the eucharist
951,952.jpg,head of a cleric
952,953.jpg,musical company in an elegant interior
953,954.jpg,scene in a court of inn
954,955.jpg,small female portrait
955,956.jpg,the archangel gabriel
956,957.jpg,rural scene
957,958.jpg,bouquet of flowers with animals
958,959.jpg,crest of doge marcantonio memmo
959,960.jpg,couple in the street
960,961.jpg,the western railway leaving paris
961,962.jpg,montmorency tomb
962,963.jpg,amphitrite
963,964.jpg,ceres
964,965.jpg,nativity
965,966.jpg,nativity (detail)
966,967.jpg,nativity
967,968.jpg,interior decoration
968,969.jpg,self-portrait
969,970.jpg,portrait of sofonisba anguissola
970,971.jpg,bernardino campi painting sofonisba anguissola
971,972.jpg,portrait of the artist's sisters playing chess
972,973.jpg,asdrubale bitten by a crawfish
973,974.jpg,old woman studying the alphabet with a laughing girl
974,975.jpg,portrait of minerva anguissola
975,976.jpg,portrait of a nun
976,977.jpg,profile portrait of a young woman
977,978.jpg,self-portrait
978,979.jpg,self-portrait
979,980.jpg,self-portrait at the easel
980,981.jpg,self-portrait
981,982.jpg,self-portrait playing the spinet
982,983.jpg,avenue de clichy - five o'clock in the evening
983,984.jpg,girl reading a newspaper
984,985.jpg,the theatre foyer
985,986.jpg,allegory of the crowning of ferdinando ii de' medici
986,987.jpg,the flight into egypt
987,988.jpg,virgin in glory flanked by sts john the baptist and stephen
988,989.jpg,june
989,990.jpg,august
990,991.jpg,september
991,992.jpg,november
992,993.jpg,december
993,994.jpg,descent from the cross
994,995.jpg,deposition from the cross (detail)
995,996.jpg,david
996,997.jpg,david
997,998.jpg,ezekiel
998,999.jpg,the virgin and child
999,1000.jpg,sea battle between dutch and spanish boats
